function_name,simulation_id,success,execution_time,K_estimate,K_error,S0_y1_estimate,S1_y1_estimate,S0_y2_estimate,S1_y2_estimate,parameter_recovery_error,error_message,has_outliers,phase
core_reweighted,8,True,0.0756371021270752,6.950658093437349,0.6279646333354805,30810.365404972723,29494.190599036785,3006.427009223477,636.3940052814764,1.088709304845081,,True,deterministic
api_recursive,8,True,0.08627009391784668,6.78732145077228,0.5466090401427298,30803.892700523014,29462.882854755844,2865.761432269842,600.663829704649,1.0663568171699584,,True,deterministic
api_recursive_outlier,8,True,0.08594632148742676,6.78732145077228,0.5466090401427298,30803.892700523014,29462.882854755844,2865.761432269842,600.663829704649,1.0663568171699584,,True,deterministic
api_reweighted,8,False,1.6689300537109375e-05,,,,,,,,fit_binding_glob_reweighted() missing 1 required positional argument: 'key',True,deterministic
fit_binding_lm,9,True,0.037542104721069336,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,True,deterministic
fit_binding_lm_outlier,9,True,0.03714394569396973,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,True,deterministic
fit_binding (lm),9,True,0.04053044319152832,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,False,deterministic
fit_binding (lm_outlier),9,True,0.03718113899230957,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,False,deterministic
fit_binding_glob,9,True,0.038129329681396484,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,True,deterministic
fit_lm,9,True,0.03768348693847656,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,True,deterministic
fit_lm (robust),9,True,0.06394028663635254,3.0000000618260674,587.5972321221882,29729.03282802609,48900.99280320552,5236.265894979272,-56035.00445789052,3.80763004101048,,True,deterministic
fit_lm (iterative),9,True,0.49535679817199707,10.09270531783731,0.42393912042194254,33599.417489788255,29609.05769233224,2950.137850361018,5447.856871915825,1.0306327724509343,,True,deterministic
fit_lm (outlier),9,True,0.04413890838623047,10.542355987949223,2.3365106238363342,37897.990010760455,29558.032377726784,2742.050639821821,5134.211119277274,1.0746357364517363,,True,deterministic
outlier2,9,True,0.16117572784423828,10.542354757598986,2.336504295693623,37897.97276772486,29558.032058955454,2742.0546543029404,5134.211432859806,1.0746361754962952,,True,deterministic
core_recursive,9,True,0.10842180252075195,10.99999881508696,6.3035101946119765,49505.31008800731,29582.230726986054,-5232.877868976293,5310.461092146686,2.22410459806898,,True,deterministic
core_recursive_outlier,9,True,0.10764408111572266,10.99999881508696,6.3035101946119765,49505.31008800731,29582.230726986054,-5232.877868976293,5310.461092146686,2.22410459806898,,False,deterministic
